time,open,high,low,close,volume
2023.11.13 17:00,0.8794,0.88065,0.87939,0.87994,4357
2023.11.13 18:00,0.87997,0.88019,0.8795,0.88006,3298
2023.11.13 19:00,0.88004,0.88084,0.88002,0.88026,2566
2023.11.13 20:00,0.88025,0.88059,0.88012,0.8803,2376
2023.11.13 21:00,0.88029,0.88052,0.88012,0.88027,2124
2023.11.13 22:00,0.88028,0.88043,0.88,0.88028,1840
2023.11.13 23:00,0.88026,0.88053,0.88001,0.88018,1239
2023.11.14 00:00,0.87918,0.87988,0.87866,0.87866,1540
2023.11.14 01:00,0.87872,0.88053,0.87872,0.87997,1194
2023.11.14 02:00,0.87998,0.88067,0.87998,0.88031,1630
2023.11.14 03:00,0.88033,0.88083,0.88014,0.88025,2454
2023.11.14 04:00,0.88024,0.88071,0.8798,0.88017,2348
2023.11.14 05:00,0.88016,0.8802,0.87937,0.87993,2134
2023.11.14 06:00,0.87988,0.88044,0.87984,0.87999,1682
2023.11.14 07:00,0.87998,0.88011,0.87935,0.8796,1933
2023.11.14 08:00,0.87961,0.87999,0.87952,0.87974,2035
2023.11.14 09:00,0.87972,0.88014,0.87948,0.87994,2465
2023.11.14 10:00,0.87997,0.87998,0.879,0.87969,2727
2023.11.14 11:00,0.87967,0.88128,0.87958,0.8811,2948
2023.11.14 12:00,0.88113,0.88182,0.88063,0.88095,2683
2023.11.14 13:00,0.88096,0.8815,0.8807,0.88102,2297
2023.11.14 14:00,0.88105,0.88126,0.88059,0.88101,2465
2023.11.14 15:00,0.88102,0.88681,0.88089,0.88668,3191
2023.11.14 16:00,0.88666,0.88963,0.88616,0.88933,5969
2023.11.14 17:00,0.8893,0.88998,0.88892,0.88925,4794
2023.11.14 18:00,0.88922,0.89087,0.88866,0.88987,3998
2023.11.14 19:00,0.88988,0.89074,0.88923,0.89058,3274
2023.11.14 20:00,0.8906,0.89142,0.89048,0.89053,2744
2023.11.14 21:00,0.89054,0.89145,0.89039,0.89128,2614
2023.11.14 22:00,0.89131,0.89133,0.89071,0.89098,2401
2023.11.14 23:00,0.89096,0.89101,0.8905,0.89083,1597
2023.11.15 00:00,0.89024,0.89029,0.88938,0.88955,1599
2023.11.15 01:00,0.88961,0.89099,0.88961,0.88983,1866
2023.11.15 02:00,0.88982,0.89022,0.88899,0.88949,2453
2023.11.15 03:00,0.88955,0.88981,0.88871,0.88941,2847
2023.11.15 04:00,0.88944,0.89003,0.88896,0.88995,2915
2023.11.15 05:00,0.88994,0.89012,0.88928,0.88981,2412
2023.11.15 06:00,0.88982,0.88992,0.88913,0.88942,1968
2023.11.15 07:00,0.88943,0.88991,0.88903,0.88985,2408
2023.11.15 08:00,0.88986,0.8904,0.88954,0.88995,2600
2023.11.15 09:00,0.88992,0.89066,0.88908,0.89055,3261
2023.11.15 10:00,0.89056,0.89145,0.89035,0.89096,3517
2023.11.15 11:00,0.89094,0.89163,0.89064,0.89114,2962
2023.11.15 12:00,0.89115,0.89225,0.89099,0.89202,2537
2023.11.15 13:00,0.89203,0.89343,0.89197,0.89298,2533
2023.11.15 14:00,0.89296,0.89308,0.8917,0.89229,2934
2023.11.15 15:00,0.89232,0.89359,0.8889,0.89036,5303
2023.11.15 16:00,0.89038,0.89059,0.88803,0.88821,5130
2023.11.15 17:00,0.8882,0.89159,0.88802,0.89136,4562
2023.11.15 18:00,0.89138,0.89225,0.89037,0.89057,3975
2023.11.15 19:00,0.89055,0.89106,0.88998,0.89073,3105
2023.11.15 20:00,0.89071,0.89076,0.89026,0.89045,2771
2023.11.15 21:00,0.89044,0.89074,0.89009,0.89064,2722
2023.11.15 22:00,0.89061,0.89081,0.88996,0.89016,2176
2023.11.15 23:00,0.89015,0.89056,0.88994,0.89038,1548
2023.11.16 00:00,0.88929,0.8902,0.88908,0.8901,816
2023.11.16 01:00,0.89006,0.89069,0.88974,0.89039,1424
2023.11.16 02:00,0.8904,0.8912,0.8889,0.88895,2731
2023.11.16 03:00,0.88894,0.88914,0.88711,0.8877,3416
2023.11.16 04:00,0.88769,0.88777,0.88569,0.88625,3419
2023.11.16 05:00,0.88623,0.88685,0.88594,0.88635,2452
2023.11.16 06:00,0.88636,0.8869,0.88603,0.88644,1985
2023.11.16 07:00,0.88643,0.88708,0.88598,0.88692,2517
2023.11.16 08:00,0.88696,0.88747,0.88688,0.8872,2479
2023.11.16 09:00,0.88719,0.88804,0.8868,0.88796,4191
2023.11.16 10:00,0.88794,0.88927,0.88727,0.88921,6126
2023.11.16 11:00,0.88922,0.89023,0.88913,0.88975,5090
2023.11.16 12:00,0.88976,0.89003,0.88877,0.88925,4064
2023.11.16 13:00,0.88925,0.89014,0.88917,0.8895,3776
2023.11.16 14:00,0.88949,0.88996,0.88888,0.88926,5187
2023.11.16 15:00,0.88924,0.89256,0.88918,0.89219,7444
2023.11.16 16:00,0.89217,0.89219,0.89019,0.8919,8693
2023.11.16 17:00,0.89192,0.89254,0.89027,0.89095,9425
2023.11.16 18:00,0.89093,0.89152,0.88892,0.89012,7307
2023.11.16 19:00,0.89013,0.89087,0.8897,0.89075,4643
2023.11.16 20:00,0.89078,0.89156,0.89062,0.89107,4034
2023.11.16 21:00,0.89109,0.89124,0.89022,0.89044,3496
2023.11.16 22:00,0.89043,0.89077,0.88967,0.88979,3598
2023.11.16 23:00,0.8898,0.89007,0.88959,0.89005,1557
2023.11.17 00:00,0.88946,0.88993,0.88931,0.88977,1345
2023.11.17 01:00,0.88977,0.89007,0.88951,0.88955,1035
2023.11.17 02:00,0.88955,0.88994,0.889,0.88914,2471
2023.11.17 03:00,0.88916,0.88943,0.8882,0.88858,4591
2023.11.17 04:00,0.88859,0.88912,0.88815,0.88858,3532
2023.11.17 05:00,0.88858,0.88921,0.88852,0.889,2599
2023.11.17 06:00,0.88897,0.88945,0.88896,0.88926,1972
2023.11.17 07:00,0.88926,0.8895,0.88886,0.88942,2644
2023.11.17 08:00,0.88944,0.89009,0.88934,0.88973,2820
2023.11.17 09:00,0.88972,0.89031,0.88816,0.8903,4666
2023.11.17 10:00,0.89033,0.89059,0.88959,0.89033,6657
2023.11.17 11:00,0.89033,0.89177,0.89024,0.89142,6015
2023.11.17 12:00,0.89142,0.89363,0.89135,0.89361,5645
2023.11.17 13:00,0.8936,0.89367,0.89172,0.89217,4911
2023.11.17 14:00,0.8922,0.89275,0.89162,0.8917,5051
2023.11.17 15:00,0.89169,0.89242,0.89102,0.89171,6909
2023.11.17 16:00,0.8917,0.8925,0.89042,0.89103,7975
2023.11.17 17:00,0.89107,0.89275,0.8907,0.89255,7891
2023.11.17 18:00,0.89256,0.89276,0.89156,0.89225,6675
2023.11.17 19:00,0.89227,0.89287,0.89218,0.89256,4312
2023.11.17 20:00,0.89256,0.89308,0.8924,0.89296,3642
2023.11.17 21:00,0.89296,0.89326,0.89288,0.893,2975
2023.11.17 22:00,0.893,0.89327,0.89247,0.89324,3096
2023.11.17 23:00,0.89325,0.89358,0.89304,0.89338,1407
2023.11.20 00:00,0.89258,0.89322,0.89234,0.89262,1460
2023.11.20 01:00,0.89262,0.89407,0.89262,0.8932,3419
2023.11.20 02:00,0.89319,0.89329,0.8923,0.89324,3242
2023.11.20 03:00,0.89322,0.89494,0.89322,0.89437,5987
2023.11.20 04:00,0.89436,0.89659,0.89393,0.8963,5475
2023.11.20 05:00,0.89634,0.89719,0.89562,0.89702,4739
2023.11.20 06:00,0.89702,0.89843,0.89699,0.89705,3781
2023.11.20 07:00,0.89704,0.89758,0.89676,0.89706,3444
2023.11.20 08:00,0.89707,0.89765,0.89694,0.89734,4049
2023.11.20 09:00,0.89734,0.89853,0.89707,0.89804,5466
2023.11.20 10:00,0.89803,0.89883,0.89783,0.89809,6470
2023.11.20 11:00,0.89809,0.89913,0.89807,0.89899,6273
2023.11.20 12:00,0.899,0.89905,0.89817,0.89848,4286
2023.11.20 13:00,0.89847,0.899,0.89827,0.89891,4366
2023.11.20 14:00,0.89889,0.89935,0.89812,0.89935,4449
2023.11.20 15:00,0.89935,0.89959,0.89794,0.89798,5406
2023.11.20 16:00,0.89799,0.89941,0.89747,0.89908,7140
2023.11.20 17:00,0.89909,0.89965,0.89802,0.89866,6428
2023.11.20 18:00,0.89867,0.89976,0.89866,0.89938,4913
2023.11.20 19:00,0.89943,0.90012,0.89882,0.89887,3899
2023.11.20 20:00,0.89887,0.89996,0.8988,0.89988,4813
2023.11.20 21:00,0.8999,0.90045,0.89982,0.90044,3477
2023.11.20 22:00,0.90043,0.90087,0.90036,0.90048,3288
2023.11.20 23:00,0.90048,0.90065,0.89982,0.89987,1653
2023.11.21 00:00,0.89951,0.9,0.89947,0.89981,3149
2023.11.21 01:00,0.8998,0.90062,0.8998,0.90036,1364
2023.11.21 02:00,0.90037,0.9012,0.9001,0.90082,2913
2023.11.21 03:00,0.90081,0.90178,0.9001,0.90087,6563
2023.11.21 04:00,0.90086,0.90189,0.90033,0.90175,5166
2023.11.21 05:00,0.90171,0.90258,0.90143,0.90248,3788
2023.11.21 06:00,0.90248,0.90267,0.90163,0.90185,3438
2023.11.21 07:00,0.90184,0.90264,0.90113,0.90146,4234
2023.11.21 08:00,0.90147,0.90162,0.90062,0.90114,4210
2023.11.21 09:00,0.90113,0.90261,0.90089,0.90193,5748
2023.11.21 10:00,0.9019,0.9034,0.90172,0.90197,6726
2023.11.21 11:00,0.90196,0.90213,0.90028,0.90032,5336
2023.11.21 12:00,0.90032,0.90095,0.90014,0.90032,4567
2023.11.21 13:00,0.90032,0.90103,0.90001,0.90061,4216
2023.11.21 14:00,0.90062,0.90229,0.90043,0.90217,4775
2023.11.21 15:00,0.90219,0.90307,0.89983,0.90043,6644
2023.11.21 16:00,0.90043,0.90254,0.90008,0.90175,6898
