iter	Logloss
221	0.6705540611
222	0.6705270379
223	0.670474926
224	0.6703588164
225	0.6703105064
226	0.6702148432
227	0.67010977
228	0.6700297118
229	0.6699777944
230	0.6699386981
231	0.6698705912
232	0.6698394502
233	0.6697084186
234	0.6696623371
235	0.6695838587
236	0.6695332034
237	0.6694313984
238	0.6693404194
239	0.6692949695
240	0.6692301387
241	0.6692036581
242	0.6691283661
243	0.6690461114
244	0.6689383383
245	0.6689025365
246	0.6688261126
247	0.6687208354
248	0.6686815925
249	0.6686067315
250	0.6685428573
251	0.6684770008
252	0.6684063833
253	0.6683240907
254	0.668283682
255	0.6682065991
256	0.6681626882
257	0.6680691087
258	0.6679433278
259	0.6678581574
260	0.6678248119
261	0.6677161296
262	0.6676429968
263	0.6675431887
264	0.6674904446
265	0.6674406457
266	0.6673509658
267	0.6673075597
268	0.6672472492
269	0.6671766023
270	0.6671249177
271	0.6670653083
272	0.6670008702
273	0.666947026
274	0.6668612231
275	0.6667746857
276	0.6666837705
277	0.666603073
278	0.6665673232
279	0.6664866939
280	0.6664324061
281	0.6663426728
282	0.6662971545
283	0.6662215788
284	0.6661512791
285	0.6660570082
286	0.666037088
287	0.6659703046
288	0.665893362
289	0.6658493645
290	0.665758046
291	0.6657133904
292	0.6656160772
293	0.6655774547
294	0.6654727163
295	0.6653874863
296	0.6653241004
297	0.6652190046
298	0.6651164269
299	0.665053219
300	0.6649813576
301	0.6649170259
302	0.6648560101
303	0.6647943592
304	0.6647289561
305	0.6646735255
306	0.6645961058
307	0.6645638724
308	0.6644835196
309	0.6644375555
310	0.6644074714
311	0.6643053246
312	0.664241837
313	0.6641942276
314	0.6641543836
315	0.6640928239
316	0.6640456699
317	0.6639711529
318	0.6638763888
319	0.6637619883
320	0.6636974682
321	0.6636014479
322	0.6635504344
323	0.6634977901
324	0.6633971934
325	0.6633271416
326	0.663255149
327	0.6632113957
328	0.6631546216
329	0.6630992202
330	0.6630722628
331	0.6630046204
332	0.6629255985
333	0.6628710746
334	0.6628223178
335	0.6627677359
336	0.6626767463
337	0.6626145963
338	0.6625181434
339	0.6624331224
340	0.6623810535
341	0.6622966892
342	0.6622499307
343	0.6621345498
344	0.6620993495
345	0.6619950149
346	0.661921751
347	0.6618404386
348	0.6617518861
349	0.6616601105
350	0.6615555069
351	0.6614999737
352	0.661408612
353	0.6613050547
354	0.6612312861
355	0.6611095679
356	0.6609727567
357	0.6608937544
358	0.6608119633
359	0.6607583219
360	0.6606894372
361	0.660613619
362	0.6605732314
363	0.6605593413
364	0.6604922644
365	0.6604247857
366	0.6603600703
367	0.6602694913
368	0.6601720689
369	0.6600984846
370	0.6600416501
371	0.6599805292
372	0.6599303995
373	0.659874653
374	0.6597689928
375	0.6596937854
376	0.6596352553
377	0.6595857066
378	0.6595307722
379	0.6594550308
380	0.6593599285
381	0.6593090685
382	0.6592686837
383	0.659169722
384	0.6590732924
385	0.6590053954
386	0.6589442013
387	0.6588553774
388	0.6588289343
389	0.6587766889
390	0.6587412274
391	0.658674271
392	0.6585954764
393	0.6585026307
394	0.6584723918
395	0.6584029431
396	0.6583593363
397	0.6582874025
398	0.6582286992
399	0.6581301376
400	0.6580606978
401	0.6580199608
402	0.6579401119
403	0.6578819541
404	0.6578143658
405	0.6577773144
406	0.6576821957
407	0.6576413224
408	0.6575592096
409	0.6574619131
410	0.6573891239
411	0.6573299963
412	0.6572525293
413	0.6571814458
414	0.657115703
415	0.657059826
416	0.6570366134
417	0.6569769603
418	0.6569294417
419	0.6568597251
420	0.6568128324
421	0.6567346402
422	0.6567118758
423	0.65665926
424	0.6566144707
425	0.6565439693
426	0.6565021888
427	0.656442616
428	0.6563567421
429	0.6562965569
430	0.6562402782
431	0.6561793442
432	0.6560943429
433	0.656038637
434	0.6559256284
435	0.6558786783
436	0.6558331359
437	0.6557811711
438	0.6557117355
439	0.655653053
440	0.655597702
441	0.6554822109
442	0.6554075951
443	0.6553720018
444	0.6552777855
445	0.6552521278
446	0.6551986049
447	0.6551308409
448	0.6551071896
449	0.6550055254
450	0.6549338147
451	0.6548609304
452	0.6547321445
453	0.654668861
454	0.6545917948
455	0.6544954915
456	0.6544175645
457	0.6543945328
458	0.6543188778
459	0.6542328198
460	0.6540971729
461	0.6540252615
462	0.6539843686
463	0.6539062061
464	0.6538259289
465	0.6537950119
466	0.6537388516
467	0.653656064
468	0.6535972691
469	0.6535405532
470	0.6534856975
471	0.6534243377
472	0.6533633954
473	0.6532937586
474	0.6532283754
475	0.6531562792
476	0.6530943777
477	0.6530393041
478	0.6530151461
479	0.652960499
480	0.6528830989
481	0.6528437279
482	0.6527971468
483	0.6527228748
484	0.6526701899
485	0.6525608127
486	0.6525156009
487	0.652400433
488	0.6523390677
489	0.6522730113
490	0.6522509794
491	0.652202351
492	0.6521524517
493	0.6520934425
494	0.6520591843
495	0.6519843337
496	0.6519115511
497	0.6518378444
498	0.6517864739
499	0.6517137066
500	0.6516542788
501	0.6515592137
502	0.6514924323
503	0.6513653903
504	0.651300224
505	0.6512351641
506	0.651157881
507	0.6511053135
508	0.6510602137
509	0.6510016496
510	0.6509325859
511	0.6508606038
512	0.650804871
513	0.6507540548
514	0.6507165114
515	0.6506480127
516	0.6505816743
517	0.6505351225
518	0.6504439718
519	0.6503640641
520	0.6502592078
521	0.6501884474
522	0.6501104617
523	0.6500508251
524	0.649957069
525	0.6498909578
526	0.6497908965
527	0.6497244416
528	0.6496695729
529	0.6495904358
530	0.6495446021
531	0.6494656668
532	0.6493784235
533	0.6493136466
534	0.6492411335
535	0.4728778951
536	0.4726243861
537	0.4723463619
538	0.4720819137
539	0.4719081766
540	0.4715190214
541	0.471368958
542	0.4709622439
543	0.4704239789
544	0.469991151
545	0.4696112801
546	0.4694026498
547	0.4691263648
548	0.4688796997
549	0.4684865054
550	0.4682562211
551	0.4679162362
552	0.4677687813
553	0.4675045574
554	0.4670672697
555	0.4668119094
556	0.4665482465
557	0.4663589141
558	0.466030233
559	0.4656499414
560	0.4654539052
561	0.4651060946
562	0.4647260554
563	0.4644225625
564	0.4641456604
565	0.4636903931
566	0.4634150337
567	0.4629666385
568	0.4626558809
569	0.4622425192
570	0.4620093177
571	0.4618293257
572	0.4614342802
573	0.4609626041
574	0.4607902976
575	0.4604693581
576	0.4601494284
577	0.4597962604
578	0.4596059182
579	0.4593053145
580	0.4590696167
581	0.4586841639
582	0.4583584842
583	0.4579417846
584	0.4576324014
585	0.4573967597
586	0.4571028317
587	0.4567850898
588	0.4563839295
589	0.4560265541
590	0.4558332107
591	0.4554442518
592	0.4552169127
593	0.455013219
594	0.4548122462
595	0.4544717845
596	0.454182148
597	0.4537623349
598	0.4534919683
599	0.4532700707
600	0.4528142705
601	0.4524868797
602	0.4523445017
603	0.4520670947
604	0.4517789729
605	0.451510233
606	0.451231115
607	0.4509726132
608	0.4506635946
609	0.4503646738
610	0.4501220198
611	0.4497937034
612	0.4494890606
613	0.4493051136
614	0.4489371917
615	0.4486391124
616	0.4484229929
617	0.4481853878
618	0.447684288
.6438034294
620	0.6437448592
621	0.643665914
622	0.6436228101
623	0.6435489062
624	0.6434412824
625	0.6433875323
626	0.6433113787
627	0.6432370611
628	0.6431590815
629	0.6430901648
630	0.6430268091
631	0.6429782405
632	0.6428946874
633	0.6428369809
634	0.6427839631
635	0.6427080051
636	0.6426446753
637	0.6425717943
638	0.6424918689
639	0.6424353532
640	0.6423693708
641	0.6423306192
642	0.6422691417
643	0.6422169511
644	0.6421761319
645	0.6421133737
646	0.64205529
647	0.6420052268
648	0.6419582186
649	0.6418946407
650	0.6418241969
651	0.6417614635
652	0.6416688843
653	0.6415758968
654	0.6415359656
655	0.6414591159
656	0.6414042915
657	0.6413005452
658	0.6412583352
659	0.6411883044
660	0.64112537
661	0.6410774842
662	0.6410052464
663	0.6409289612
664	0.6408609916
665	0.6407830206
666	0.6406937096
667	0.6405914888
668	0.6405505957
669	0.6404925994
670	0.640416232
671	0.6403712355
672	0.6402909836
673	0.6402182932
674	0.6401581763
675	0.6400615276
676	0.6400075674
677	0.6398776375
678	0.639833654
679	0.6397549253
680	0.6396740786
681	0.6395894774
682	0.6395265561
683	0.6394816666
684	0.6394308354
685	0.6393565261
686	0.639297534
687	0.6392387825
688	0.639156082
689	0.6390673412
690	0.6390053359
691	0.6389442152
692	0.6388865528
693	0.6388217607
694	0.6387650704
695	0.6386679167
696	0.6386206941
697	0.6385417096
698	0.6384984266
699	0.6384435196
700	0.6384118304
701	0.6383589162
702	0.6382946845
703	0.6381719477
704	0.6381076633
705	0.6379853018
706	0.6378825192
707	0.6378028184
708	0.6376988828
709	0.6376516909
710	0.6375842882
711	0.6375319535
712	0.6374691328
713	0.6374045164
714	0.6373601579
715	0.6372648003
716	0.637212408
717	0.6371284399
718	0.6370614439
719	0.6370014669
720	0.6369391438
721	0.6368557506
722	0.6367898237
723	0.6367360745
724	0.6366353248
725	0.6365595184
726	0.6365293525
727	0.6364957185
728	0.6364477833
729	0.6364109798
730	0.6363630272
731	0.6363199729
732	0.636265192
733	0.6361674876
734	0.636086788
735	0.6360095585
736	0.6359281804
737	0.6358789777
738	0.6357706788
739	0.6356664398
740	0.6356028956
741	0.6355298859
742	0.635471994
743	0.6354055185
744	0.6353536671
745	0.6352887266
746	0.6352159692
747	0.6351680778
748	0.6351069238
749	0.6350385899
750	0.6349268759
751	0.6348634845
752	0.6347886225
753	0.6347128348
754	0.6346274199
755	0.6345716536
756	0.6344918189
757	0.6344398909
758	0.6343603382
759	0.6342865993
760	0.6342305049
761	0.634165315
762	0.634118335
763	0.6340231767
764	0.6339808576
765	0.6339127355
766	0.6338488796
767	0.633737333
768	0.6336929757
769	0.6336175277
770	0.6335416607
771	0.6334522757
772	0.6333657819
773	0.6332885762
774	0.6332112801
775	0.6331738437
776	0.6331137216
777	0.6330105461
778	0.6329299449
779	0.6328515459
780	0.6327913997
781	0.6327372058
782	0.6326486389
783	0.6325818181
784	0.6325068037
785	0.6324211651
786	0.6323447974
787	0.6322785302
788	0.6322172572
789	0.632120732
790	0.6320308854
791	0.6319423087
792	0.6318541542
793	0.6317794525
794	0.6317153208
795	0.6316219891
796	0.6315682758
797	0.6315089613
798	0.6314514133
799	0.6313763342
800	0.631338041
801	0.6312708507
802	0.6311746408
803	0.6310944228
804	0.6310217908
805	0.6309708345
806	0.6308846545
807	0.6308082118
808	0.6307623266
809	0.630689336
810	0.6306554501
811	0.6305904641
812	0.6305345139
813	0.6304884514
814	0.6304088361
815	0.6302525643
816	0.6301641316
817	0.6300470759
818	0.6299715841
819	0.6299101774
820	0.6298749437
821	0.6297820972
822	0.6297242452
823	0.6296525518
824	0.6296025546
825	0.6295560766
826	0.6294859588
827	0.6294050016
828	0.6293183932
829	0.629286955
830	0.6291913591
831	0.6291246725
832	0.6290587158
833	0.6290037398
834	0.6289397772
835	0.6288922528
836	0.6288371327
837	0.6287717652
838	0.6286996759
839	0.6286086533
840	0.6285567853
841	0.6284602882
842	0.6283771453
843	0.6282977212
844	0.6282185675
845	0.6281447877
846	0.6280996065
847	0.6280442207
848	0.6279728768
849	0.6278853946
850	0.6278279401
851	0.6277532307
852	0.6276809477
853	0.6276264695
854	0.6275802712
855	0.6275038952
856	0.6274231803
857	0.6273690498
858	0.6272875253
859	0.6271952999
860	0.6271135928
861	0.6270308656
862	0.6269718172
863	0.626838107
864	0.6267725205
865	0.6267184926
866	0.6266285133
867	0.626522603
868	0.626417904
869	0.6263173138
870	0.6262282145
871	0.6261616024
872	0.6260818302
873	0.6260313411
874	0.625958493
875	0.625881344
876	0.6258142433
877	0.6257372818
878	0.6256221098
879	0.6255529828
880	0.6254585296
881	0.6253442363
882	0.6252760452
883	0.6251918467
884	0.6251324435
885	0.6250495889
886	0.6249605567
887	0.6248808804
888	0.6248121542
889	0.6247555739
890	0.6246776702
891	0.6246097842
892	0.6244586728
893	0.6243708974
894	0.6243137028
895	0.6242383652
896	0.6241790206
897	0.6241021494
898	0.6240135553
899	0.6239449435
900	0.623868705
901	0.6238002601
902	0.6237516463
903	0.6236972911
904	0.6236076029
905	0.6235539543
906	0.6235110644
907	0.6234405813
908	0.623358603
909	0.6232902426
910	0.6232116659
911	0.6231140862
912	0.6230227551
913	0.6229456924
914	0.6228694364
915	0.6228183534
916	0.6226980899
917	0.6226191586
918	0.6225358007
919	0.6224925883
920	0.6224079619
921	0.622345222
922	0.6222894925
923	0.6222025531
924	0.6220942095
925	0.6220121733
926	0.6219301195
927	0.6218248877
928	0.621747252
929	0.6216586205
930	0.6215731253
931	0.6214629788
932	0.6213537299
933	0.6212872559
934	0.6211886677
935	0.6210928225
936	0.6210229982
937	0.6209548753
938	0.6208445805
939	0.6207461445
940	0.620694107
941	0.6206296849
942	0.6205677921
943	0.6204473732
944	0.6203656483
945	0.6202799703
946	0.6201986557
947	0.6201313959
948	0.6200616037
949	0.6199854604
950	0.6198622304
951	0.6197772513
952	0.6197094632
953	0.6196431777
954	0.6195912909
955	0.6195471078
956	0.6194198416
957	0.6193656732
958	0.61930421
959	0.6192373209
960	0.6191702894
961	0.6190624135
962	0.6189895658
963	0.6188828478
964	0.6187940761
965	0.618690934
966	0.6185982675
967	0.6185284555
968	0.618452215
969	0.6184036965
970	0.6183456217
971	0.6182458686
972	0.6181302986
973	0.6180392765
974	0.6179825564
975	0.6179199558
976	0.6178335237
977	0.6177504507
978	0.6176738505
979	0.6175905526
980	0.6175259255
981	0.6174605428
982	0.6173970953
983	0.6173546287
984	0.6172683602
985	0.6171837537
986	0.6171124882
987	0.617020501
988	0.6169606899
989	0.6168843784
990	0.6167945108
991	0.6166814499
992	0.616618966
993	0.6165459122
994	0.6164565903
995	0.6163710068
996	0.6162779775
997	0.6162196852
998	0.6161388519
999	0.6160902728
1000	0.6160290861
1001	0.615946723
1002	0.61585988
1003	0.6157961045
1004	0.6157146964
1005	0.6156475603
1006	0.6155614582
1007	0.6154583428
1008	0.6153837485
1009	0.6152509432
1010	0.615163071
1011	0.6150531828
1012	0.6149942955
1013	0.6149340028
1014	0.6148585254
1015	0.6147493382
1016	0.6146486296
1017	0.6145723145
1018	0.6145255543
1019	0.6144447214
1020	0.6143411569
1021	0.6142528488
1022	0.6141796474
1023	0.6140955224
1024	0.614039736
1025	0.6139257325
1026	0.6138620061
1027	0.6137806089
1028	0.6137053487
1029	0.6136172363
1030	0.6135422629
1031	0.6134742391
1032	0.6134166615
1033	0.6133765197
1034	0.6133190757
1035	0.6132366553
1036	0.6131634302
1037	0.613111773
1038	0.6130545829
1039	0.6129985842
1040	0.6129235129
1041	0.6128375611
1042	0.6127194879
1043	0.6126443139
1044	0.6125605025
1045	0.6125101287
1046	0.6124092814
1047	0.6122945635
1048	0.6122311465
1049	0.6121333115
1050	0.6120744048
1051	0.6119345939
1052	0.6118485848
1053	0.611738223
1054	0.611665418
1055	0.6115916084
1056	0.6115043316
1057	0.6114195516
1058	0.6113705649
1059	0.6112956676
1060	0.6112203766
1061	0.6111383279
1062	0.6110709201
1063	0.6109924682
1064	0.6109273887
1065	0.6108061448
1066	0.6107477458
1067	0.6106937941
1068	0.6106340984
1069	0.6105846177
1070	0.6105205245
1071	0.6104376905
1072	0.6103567608
1073	0.6102704975
1074	0.6102097088
1075	0.6101523904
1076	0.6100778262
1077	0.6099924999
1078	0.60990504
1079	0.6098517432
1080	0.6097356152
1081	0.6096462088
1082	0.6095816049
1083	0.6095074033
1084	0.6093921052
1085	0.6093055173
1086	0.6091821832
1087	0.6091078814
1088	0.6089912415
1089	0.6089300291
1090	0.6088425165
1091	0.6087625702
1092	0.6086981375
1093	0.6086274397
1094	0.6085526094
1095	0.6085103084
1096	0.6084517621
1097	0.6083607431
1098	0.6083000063
1099	0.6081781879
1100	0.608096107
1101	0.6080416826
1102	0.6079751804
1103	0.6078749464
1104	0.6078316889
1105	0.607722432
1106	0.6076540449
1107	0.6076064708
1108	0.6075581832
1109	0.607462623
1110	0.6074026553
1111	0.6073284678
1112	0.6072769621
1113	0.6071653958
1114	0.6071165287
1115	0.6070637089
1116	0.606965991
1117	0.6068823585
1118	0.6068001348
1119	0.6067000269
1120	0.6066311626
1121	0.6065588168
1122	0.6064604602
1123	0.6063621851
1124	0.6063174478
1125	0.6062258993
1126	0.6061367291
1127	0.6060307581
1128	0.6059353597
1129	0.6058742124
1130	0.6057982801
1131	0.605727931
1132	0.6055960752
1133	0.6055336387
1134	0.6054875412
1135	0.6054341118
1136	0.6053291913
1137	0.605254796
1138	0.6051814868
1139	0.6051259412
1140	0.6050550013
1141	0.6050034458
1142	0.6049219176
1143	0.6048681581
1144	0.6048152913
1145	0.6047782351
1146	0.604696489
1147	0.6046215438
1148	0.6045787417
1149	0.604500282
1150	0.6044389916
1151	0.6043442206
1152	0.604311605
1153	0.6042399979
1154	0.604168571
1155	0.6040929084
1156	0.6040212372
1157	0.6039315921
1158	0.603869478
1159	0.6037620112
1160	0.6036773639
1161	0.6035750078
1162	0.6035130722
1163	0.6034432814
1164	0.6033686023
1165	0.6032739987
1166	0.603218735
1167	0.6031219531
1168	0.603070135
1169	0.6029830536
1170	0.6029131766
1171	0.6028335305
1172	0.6027242088
1173	0.6026170667
1174	0.6025428674
1175	0.6024948695
1176	0.602423728
1177	0.6023637802
1178	0.6023181773
1179	0.6022489075
1180	0.6021947018
1181	0.6021325752
1182	0.6020656149
1183	0.6019665249
1184	0.6018902657
1185	0.6018257669
1186	0.6017633611
1187	0.6016559396
1188	0.601596583
1189	0.6015444955
1190	0.6014896358
1191	0.6014158467
1192	0.601365586
1193	0.6012921274
1194	0.601248599
1195	0.6011858913
1196	0.6011323048
1197	0.6010607024
1198	0.6009891006
1199	0.6009236482
1200	0.6008361721
1201	0.600774315
1202	0.6006853397
1203	0.600626574
1204	0.6005113176
1205	0.6004430743
1206	0.6003923967
1207	0.6002979354
1208	0.6002085872
1209	0.6001520156
1210	0.600092371
1211	0.5999978685
1212	0.5999223413
1213	0.5998427639
1214	0.5997581751
1215	0.5996680731
1216	0.5996049479
1217	0.5995468828
1218	0.5994554491
1219	0.5993684456
1220	0.5993074647
1221	0.5992609164
1222	0.5991985675
1223	0.5991314367
1224	0.5990615553
1225	0.5990021808
1226	0.5989576121
1227	0.598890795
1228	0.5988270129
1229	0.5987327553
1230	0.5986560944
1231	0.5985785883
1232	0.598522722
1233	0.5984633668
1234	0.5984031618
1235	0.5983077345
1236	0.5982412895
1237	0.5981751413
1238	0.598099575
1239	0.5980290785
1240	0.597958302
1241	0.5978866309
1242	0.5978156202
1243	0.5977349813
1244	0.5976699649
1245	0.5975909338
1246	0.597507606
1247	0.5974489907
1248	0.597379183
1249	0.5973092688
1250	0.5972543181
1251	0.5971798191
1252	0.5970926367
1253	0.5970325786
1254	0.5969623103
1255	0.5968563058
1256	0.5967510221
1257	0.5966728587
1258	0.5965890814
1259	0.5964841255
1260	0.5964069132
1261	0.5963502451
1262	0.5962811968
1263	0.5961940433
1264	0.5961158289
1265	0.5960506262
1266	0.5959441936
1267	0.5958750111
1268	0.5958055722
1269	0.5957032965
1270	0.5956189323
1271	0.5955433496
1272	0.5954618306
1273	0.5953785002
1274	0.595326794
1275	0.5952399291
1276	0.5951398538
1277	0.5951029402
1278	0.5950354416
1279	0.594993534
1280	0.5949343911
1281	0.5948731411
1282	0.5948056454
1283	0.5947317787
1284	0.5946761319
1285	0.5946162633
1286	0.5945731561
1287	0.5945063401
1288	0.5944456811
1289	0.5943708272
1290	0.5943124429
1291	0.5942316189
1292	0.5941586589
1293	0.5940941573
1294	0.5940239351
1295	0.5939517154
1296	0.5938591396
1297	0.5938007583
1298	0.5937603829
1299	0.5937185231
1300	0.5936744126
1301	0.5935692313
1302	0.593487873
1303	0.5934312962
1304	0.593380957
1305	0.5933208199
1306	0.5932745356
1307	0.5931552725
1308	0.5930924924
1309	0.5929978828
1310	0.5929235229
1311	0.5928307072
1312	0.5927487247
1313	0.5926725518
1314	0.5925730438
1315	0.5925305426
1316	0.5924777829
1317	0.5924032394
1318	0.592321656
1319	0.5922468883
1320	0.5921931578
1321	0.5921116716
1322	0.5920467159
1323	0.5919855489
1324	0.5919187931
1325	0.5918542248
1326	0.5917743197
1327	0.591714422
1328	0.591639521
1329	0.591547295
1330	0.5914512478
1331	0.5913807417
1332	0.5913196734
1333	0.5912436709
1334	0.5911875667
1335	0.5911290632
1336	0.5910777769
1337	0.5909520797
1338	0.5908828024
1339	0.5908308734
1340	0.5907868819
1341	0.590738039
1342	0.5906608928
1343	0.5906031318
1344	0.5905272764
1345	0.590443856
1346	0.5903786717
1347	0.5903148483
1348	0.5902547513
1349	0.5901905924
1350	0.5901015487
1351	0.5900058695
1352	0.5899085615
1353	0.5898439438
1354	0.5897831986
1355	0.5897192998
1356	0.5896305334
1357	0.5896022492
1358	0.5895455228
1359	0.5894434978
1360	0.5893672666
1361	0.589286889
1362	0.5892204481
1363	0.5891450036
1364	0.5890562987
1365	0.5889952345
1366	0.5889396039
1367	0.5888750498
1368	0.5888134651
1369	0.5887507788
1370	0.5886690715
1371	0.5885997458
1372	0.5884945651
1373	0.5884466792
1374	0.5883695162
1375	0.5882946991
1376	0.5882194266
1377	0.58814711
1378	0.5881091362
1379	0.5880553357
1380	0.588012112
1381	0.5879593993
1382	0.5878483523
1383	0.5877598698
1384	0.5877003974
1385	0.5876472436
1386	0.58758016
1387	0.5875318619
1388	0.5874568109
1389	0.5873691834
1390	0.5872902473
1391	0.5872258004
1392	0.5871434352
1393	0.5870951175
1394	0.5870133343
1395	0.5869080537
1396	0.5868357085
1397	0.5867603839
1398	0.5866607637
1399	0.5865731896
1400	0.5864916296
1401	0.5864117851
1402	0.5863528743
1403	0.5863058705
1404	0.5862245832
1405	0.5861717639
1406	0.5861365991
1407	0.5860657808
1408	0.5860077403
1409	0.585918912
1410	0.5858341544
1411	0.5857656937
1412	0.5857003831
1413	0.585638241
1414	0.5855730074
1415	0.5854862728
1416	0.5853960303
1417	0.585330532
1418	0.5852728759
1419	0.5852126005
1420	0.5851500468
1421	0.5851017381
1422	0.5850322708
1423	0.5849835074
1424	0.5849172467
1425	0.5848563178
1426	0.5847803433
1427	0.5847239031
1428	0.5846853592
1429	0.5846387721
1430	0.5845728573
1431	0.5845243335
1432	0.5844651798
1433	0.5843906682
1434	0.5843281057
1435	0.5842691995
1436	0.5841952588
1437	0.5841232466
1438	0.5840581412
1439	0.583984496
1440	0.58393715
1441	0.5838513149
1442	0.5837850117
1443	0.5837336057
1444	0.5836376301
1445	0.583542485
1446	0.5834570701
1447	0.5833587534
1448	0.5833181248
1449	0.5832676728
1450	0.5831799113
1451	0.5831264235
1452	0.5830505319
1453	0.5829631361
1454	0.5828920105
1455	0.5828296653
1456	0.5827714474
1457	0.5826699126
1458	0.5826132211
1459	0.582555084
1460	0.5824729552
1461	0.582387818
1462	0.5822962072
1463	0.5822292499
1464	0.5821410291
1465	0.5820926763
1466	0.5820208004
1467	0.5819851233
1468	0.5819096901
1469	0.5818502119
1470	0.5817966633
1471	0.5817231947
1472	0.5816428495
1473	0.5815937267
1474	0.5815494078
1475	0.581497831
1476	0.5814288309
1477	0.581342772
1478	0.5812741295
1479	0.5812088798
1480	0.5811425314
1481	0.5810497505
1482	0.580985625
1483	0.5809295839
1484	0.580843777
1485	0.5807663812
1486	0.5807214737
1487	0.5806555086
1488	0.5806032589
1489	0.5805107879
1490	0.5804472603
1491	0.580375829
1492	0.5803290364
1493	0.580291712
1494	0.5802140552
1495	0.5801506071
1496	0.5800813674
1497	0.5800256738
1498	0.5799537188
1499	0.5798903999
1500	0.5798400272
1501	0.5797668593
1502	0.5797076181
1503	0.5796634128
1504	0.5796081867
1505	0.5795399786
1506	0.5794733821
1507	0.5794067399
1508	0.5793541992
1509	0.5793053341
1510	0.5792418249
1511	0.5791432807
1512	0.5790845716
1513	0.5790358806
